  County , ORGANIZATION NAME , Address , City ,State, Zip , DISCIPLINE ,Budget Category,   ANNUAL AUDIENCE SERVED ,Regional Arts Council
Ramsey,"Ashland Productions, Inc.",2100 White Bear Ave,Maplewood,MN,55109,Performing Arts,$250K-$1M,"2,200",RAC 11
Ramsey,Bach Society of Minnesota,"1043 Grand Avenue, #229",Saint Paul,MN,55105-3002,Performing Arts,$25K-$100K,"1,081",RAC 10
Ramsey,Balkanicus Ensemble,2133 Pascal St Ste 11,Saint Paul,MN,55113,Performing Arts,Under $25K,190,RAC 11
Ramsey,Ballet Minnesota,249 East 4th Street,Saint Paul,MN,55101-1604,Performing Arts,$100K-$250-K,"9,650",RAC 11
Ramsey,Brownbody,434 Vadnais Lake Dr,Vadnais Heights,MN,55127,Performing Arts,Under $25K,200,RAC 11
Ramsey,CAAM Chinese Dance Theater,"800 Transfer Road, Suite 8",Saint Paul,MN,55114-1414,Performing Arts,$100K-$250-K,"12,500",RAC 11
Ramsey,Calliope Women's Chorus,P.O Box 4474,Saint Paul,MN,55104-5485,Performing Arts,Under $25K,215,RAC 11
Ramsey,Cathedral Heritage Foundation,239 Selby Avenue,Saint Paul,MN,55105-1891,History,$250K-$1M, ,RAC 11
Ramsey,Ce Tempoxcalli,1345 Cherokee Ave,West St Paul,MN,55118,Performing Arts,$25K-$100K,"15,000",RAC 11
Ramsey,Center for Hmong Arts and Talent,"995 University Avenue, Suite 220",Saint Paul,MN,55104-4785,Arts Multipurpose,$100K-$250-K,"17,350",RAC 11
Ramsey,Center for Irish Music,836 N. Prior Avenue,Saint Paul,MN,55104-0000,Performing Arts,$100K-$250-K,"1,562",RAC 11
Ramsey,Chamber Music Society of Minnesota,2136 Ford Parkway #273,Saint Paul,MN,55116-1863,Performing Arts,$100K-$250-K,"1,950",RAC 11
Ramsey,CHAT,995 University Ave Ste 220,Saint Paul,MN,55104-4785,Arts Multipurpose,$25K-$100K,275,RAC 11
Ramsey,Circus Juventas,1270 Montreal Avenue,Saint Paul,MN,55116-2400,Arts Multipurpose,$1M-$5M,"39,302",RAC 11
Ramsey,City of Maplewood/History Project,1830 County Road B East,Maplewood,MN,55109,History,Under $25K,,RAC 11
Ramsey,COLLAGE,3521 Century Ave N,White Bear Lake,MN,55110,Arts Multipurpose,Under $25K,20,RAC 11
Ramsey,ComMUSICation,260 Edmund St W,Saint Paul,MN,55103,Performing Arts,Under $25K,"10,200",RAC 11
Ramsey,Como Zoo,1225 Estabrook Dr,Saint Paul,MN,55103,Other,$1M-$5M,"1,800,000",RAC 11
Ramsey,COMPAS,"75 5th Street West, Suite 304",Saint Paul,MN,55102-1423,Arts Multipurpose,$1M-$5M,"52,144",RAC 11
Ramsey,Consortium Carissimi,PO Box 40553,Saint Paul,MN,55104,Performing Arts,Under $25K,22,RAC 11
Ramsey,Contempo Physical Dance,PO Box 8065,Saint Paul,MN,55108-0065,Performing Arts,$25K-$100K,"1,762",RAC 11
Ramsey,Dakota Foundation for Jazz Education,PO Box 4304,Saint Paul,MN,55104,Performing Arts,Under $25K,"2,800",RAC 11
Ramsey,Dangerous Productions,1194 Seminary Ave,Saint Paul,MN,55104-1441,Performing Arts,Under $25K,"1,341",RAC 11
Ramsey,Dark and Stormy Productions,2792 14th St NW,Saint Paul,MN,55112,Performing Arts,Under $25K,600,RAC 11
Ramsey,Deborah Elias Danza Espanola,117 Mackubin St Ste 5,Saint Paul,MN,55102,Performing Arts,Under $25K,"4,338",RAC 11
Ramsey,East Side Arts Council,977 Payne Avenue,Saint Paul,MN,55130-3967,Arts Multipurpose,$250K-$1M,"16,200",RAC 11 
Ramsey,Ensemble 61,277 Sidney St E,Saint Paul,MN,55107,Performing Arts,$25K-$100K,224,RAC 11
Ramsey,Farmer Labor Education Committee,5720 Russell Ave. S,Minneapolis,MN,55410,History,Under $25K,,RAC 11
Ramsey,Festival of Nations/International Institute of MN,1694 Como Avenue,Saint Paul,MN,55108-2710,Performing Arts,$250K-$1M,"70,000",RAC 11
Ramsey,Flying Forms,275 4th St E Ste 280,Saint Paul,MN,55101,Performing Arts,$25K-$100K,"1,425",RAC 11
Ramsey,Forecast Public Art,"2300 Myrtle Avenue, Suite 160",Saint Paul,MN,55114-1880,Arts Multipurpose,$250K-$1M,"5,000",RAC 11
Ramsey,Forum of Regional Arts Councils of Minnesota,2324 University Ave. W. #114,Saint Paul,MN,55114-1854,Other,$25K-$100K,36,RAC 11
Ramsey,Friends of Artaria String Quartet,980 Bellows St,West St Paul,MN,55118,Performing Arts,$100K-$250-K,400,RAC 11
Ramsey,Friends of St. Paul College,235 Marshall Avenue,Saint Paul,MN,55102-1807,Other,$25K-$100K,500,RAC 11
Ramsey,Friends of Swede Hollow,668 Greenbrier St,Saint Paul,MN,55106,Arts Multipurpose,Under $25K,"1,900",RAC 11
Ramsey,frogtown connection,"1360 University Ave W, #130",Saint Paul,MN,55104-4086,Other,Under $25K,0,RAC 11
Ramsey,Goldstein Museum of Design,"364 McNeal Hall, 1985 Buford Avenue",Falcon Heights,MN,55108-6134,Visual Arts & Architecture,$250K-$1M,"43,641",RAC 11
Ramsey,Grassroots Culture,1268 Jefferson Ave,Saint Paul,MN,55105,Media & Communications,$25K-$100K,"80,000",RAC 11
Ramsey,Great Northern Union Chorus,1876 Noble Road,Arden Hills,MN,55112-7808,Performing Arts,$100K-$250-K,"17,969",RAC 11
Ramsey,Greater Twin Cities Youth Symphonies,"408 St. Peter Street, #704",Saint Paul,MN,55102-1123,Performing Arts,$250K-$1M,"14,880",RAC 11
Ramsey,Green T Productions,1549 University Ave W Ste 204,Saint Paul,MN,55104,Performing Arts,Under $25K,750,RAC 11
Ramsey,Gremlin Theatre,2400 University Avenue W,Saint Paul,MN,55114-1706,Performing Arts,$25K-$100K,"2,520",RAC 11
Ramsey,Hamline Church United Methodist/History Project,1514 Englewood Avenue,Saint Paul,MN,55104,History,Under $25K,,RAC 11
Ramsey,Hamline Midway Coalition,1558 W Minnehaha Ave,Saint Paul,MN,55104,Other,Under $25K,"1,900",RAC 11
Ramsey,HAND in HAND Productions,313 Selby Avenue,Saint Paul,MN,55102,History,Under $25K,,RAC 11
Ramsey,HealthEast Care System,1690 University Ave W Ste 250,Saint Paul,MN,55104,Other,$25K-$100K,150,RAC 11
Ramsey,History Theatre,30 East 10th St,Saint Paul,MN,55101-2205,Performing Arts,$1M-$5M,"35,203",RAC 11
Ramsey,Hmong Minnesota Day Commitee,1075 Arcade Street,Saint Paul,MN,55106-3213,Performing Arts,$25K-$100K,"20,000",RAC 11
Ramsey,Honeywell Concert Band,1508 23rd Ave NW,New Brighton,MN,55112-5521,Performing Arts,Under $25K,"1,200",RAC 11
Ramsey,Hope Theater Company,26 10th St W Apt 903,Saint Paul,MN,55102,Performing Arts,Under $25K,280,RAC 11
Ramsey,Hot Summer Jazz Festival/Twin Cities Jazz Festival,214 E 4th St  Suite 130,Saint Paul,MN,55101-1576,Performing Arts,$250K-$1M,"25,000",RAC 11
Ramsey,IFP MInnesota,"550 Vandalia St, #120",Saint Paul,MN,55114-1943,Media & Communications,$250K-$1M,"4,500",RAC 11
Ramsey,In Progress,213 Front Avenue,Saint Paul,MN,55117-5376,Media & Communications,$250K-$1M,"24,785",RAC 11
Ramsey,Interact Center for the Visual and Performing Arts,1860 Minnehaha Avenue W,Saint Paul,MN,55104-1029,Performing Arts,$1M-$5M,522,RAC 11
Ramsey,Iny Asian Dance Theater,1102 Earl St,Saint Paul,MN,55106,Performing Arts,$100K-$250-K,"5,000",RAC 11
Ramsey,Irish Fair of Minnesota,836 Prior Ave N,Saint Paul,MN,55104,Performing Arts,$250K-$1M,"102,000",RAC 11
Ramsey,Keane Sense of Rhythm,102 Rose Avenue West,Saint Paul,MN,55117-4928,Performing Arts,$100K-$250-K,250,RAC 11
Ramsey,Kinship of Rivers,1361 Murray St,Saint Paul,MN,55116,Arts Multipurpose,$25K-$100K,"1,200",RAC 11
Ramsey,Ladyslipper Baroque,183 Winifred St W,Saint Paul,MN,55107,Performing Arts,Under $25K,550,RAC 11
Ramsey,"Lakeshore Players, Inc.",4820 Stewart Ave,White Bear Lake,MN,55110-2837,Performing Arts,$250K-$1M,"17,412",RAC 11
Ramsey,Lazy Hmong Woman Productions,275 4th St E Ste 482,Saint Paul,MN,55101,Performing Arts,$25K-$100K,"1,600",RAC 11
Ramsey,Luther Seminary Foundation/History Project,2481 Como Ave.,Saint Paul,MN,55108,History,Under $25K,,RAC 11
Ramsey,Lyra Baroque Orchestra,"275 East 4th St, Suite 280",Saint Paul,MN,55101-1611,Performing Arts,$100K-$250-K,"1,423",RAC 11
Ramsey,Maplewood Area Historical Society,2170 East County Road D,Maplewood,MN,55109,History,$25K-$100K,"5,000",RAC 11
Ramsey,Metropolitan Regional Arts Council,2324 University Ave. W. #114,Saint Paul,MN,55114-1854,Other,$250K-$1M,935,RAC 11
Ramsey,Minhua Chorus,710 Valley View Ct,Shoreview,MN,55126,Performing Arts,$25K-$100K,"1,200",RAC 11
Ramsey,Minnesota 9-11 Tribute,634 Watson Ave,Saint Paul,MN,55102,Arts Multipurpose,Under $25K,250,RAC 11
Ramsey,Minnesota Association for Children's Mental Health,165 Western Ave N Ste 2,Saint Paul,MN,55102-4613,Performing Arts,$25K-$100K,500,RAC 11
Ramsey,Minnesota Association of Songwriters,PO Box 4262,Saint Paul,MN,55104,Performing Arts,Under $25K,"4,975",RAC 11
Ramsey,Minnesota Aviation History and Education Center,PO Box 7884,Saint Paul,MN,55107,History,Under $25K,,RAC 11
Ramsey,Minnesota Boychoir,"c/o Landmark Center, 75 W Fifth St #411",Saint Paul,MN,55102-1431,Performing Arts,$250K-$1M,"15,263",RAC 11
Ramsey,Minnesota Brass Drum and Bugle Corps/MN Brass Inc.,4177 Kaitlin Dr,Vadnais Heights,MN,55127-7903,Performing Arts,$250K-$1M,"5,100",RAC 11
Ramsey,Minnesota Children's Museum,10 West Seventh Street,Saint Paul,MN,55102-2453,Arts Multipurpose,$5M-$10M,"463,249",RAC 11
Ramsey,Minnesota Chinese Dance Theater,2139 Stanford Ave,Saint Paul,MN,55105-1222,Performing Arts,$100K-$250-K,"12,000",RAC 11
Ramsey,Minnesota Citizens for the Arts,2233 University Ave W #355,Saint Paul,MN,55114-1600,Other,$250K-$1M,"2,000",RAC 11
Ramsey,Minnesota Historical Society,345 Kellogg Boulevard West,Saint Paul,MN,55102-1903,History,Over 10M,"855,468",RAC 11
Ramsey,Minnesota Humanities Center,,Saint Paul,MN,55106,Humanities,$5M-$10M,"19,467",RAC 11
Ramsey,Minnesota Jewish Theatre Company,P.O. Box 16155,Saint Paul,MN,55116-0155,Performing Arts,$250K-$1M,"6,826",RAC 11
Ramsey,Minnesota Landmarks,75 West Fifth Street #404,Saint Paul,MN,55102-1498,Visual Arts & Architecture,$1M-$5M,"294,041",RAC 11
Ramsey,Minnesota Literacy Council,700 Raymond Ave Ste 180,Saint Paul,MN,55114,Literary Arts,Under $25K,500,RAC 11
Ramsey,Minnesota Museum of American Art,"The Pioneer Endicott, 141 E. 4th St #101",Saint Paul,MN,55101-2070,Visual Arts & Architecture,$250K-$1M,"4,000",RAC 11
Ramsey,Minnesota Music Coalition,"#402 Landmark Center, 75 W. 5th St.",Saint Paul,MN,55102-1431,Performing Arts,$100K-$250-K,"6,000",RAC 11
Ramsey,"Minnesota Productions, Inc.","Theater NOW, 350 St. Peter St, #293",Saint Paul,MN,55102-1514,Performing Arts,Under $25K,"1,200",RAC 11
Ramsey,Minnesota Public Radio,460 Cedar St,Saint Paul,MN,55101,Media & Communications,Over 10M,"66,750",RAC 11
Ramsey,Minnesota State Band,PO Box 130033,Saint Paul,MN,55113,Performing Arts,Under $25K,"7,050",RAC 11
Ramsey,Minnesota Theater Alliance,308 Prince St #270,Saint Paul,MN,55101-1437,Performing Arts,$25K-$100K,286,RAC 11
Ramsey,Minnesota Veterinary Historical Museum,1365 Gortner Ave,Saint Paul,MN,55108,History,$25K-$100K,600,RAC 11
Ramsey,Minnesota Youth Symphonies,790 Cleveland Ave S Suite 203,Saint Paul,MN,55116-1958,Performing Arts,$250K-$1M,"3,724",RAC 11
Ramsey,Mixed Precipitation,2837 Colfax Ave S,Minneapolis,MN,55408,Performing Arts,$25K-$100K,"3,325",RAC 11
Ramsey,Mizna,"2446 University Ave W, St. 115",Saint Paul,MN,55114-1869,Arts Multipurpose,$100K-$250-K,"2,100",RAC 11
Ramsey,MNCASA,161 St Anthony Ave Ste 1001,Saint Paul,MN,55103,Other,$25K-$100K,36,RAC 11
Ramsey,"Model Cities of St. Paul, Inc.",1821 University Ave W,Saint Paul,MN,55104-2801,Other,Under $25K,0,RAC 11
Ramsey,Motionpoems,225 Portland Av S #412,Minneapolis,MN,55401-2646,Literary Arts,$100K-$250-K,"3,607",RAC 11
Ramsey,Mounds View Community Theatre,5613 St. Stephens St ,Mounds View,MN,55112-1209,Performing Arts,$25K-$100K,"2,081",RAC 11
Ramsey,"Mu Performing Arts/Theater Mu, Inc","275 E 4th Street, Suite 496",Saint Paul,MN,55101-1682,Performing Arts,$250K-$1M,"22,912",RAC 11
Ramsey,MusicWorks Minnesota,1579 Hamline Ave.,Falcon Heights,MN,55108-2107,Performing Arts,$25K-$100K,60,RAC 11
Ramsey,Nautilus Music-Theater,"308 Prince Street, #190",Saint Paul,MN,55102-1437,Performing Arts,$100K-$250-K,"2,245",RAC 11
Ramsey,New Native Theatre,PO Box 40118,Saint Paul,MN,55104-8118,Performing Arts,Under $25K,575,RAC 11
Ramsey,Nightpath Theatre Company,171 Exeter Pl,Saint Paul,MN,55104-5708,Performing Arts,Under $25K,400,RAC 11
Ramsey,North Star Chorus,1883 Laurel Ave,Saint Paul,MN,55104,Performing Arts,Under $25K,"1,500",RAC 11
Ramsey,North Suburban Chorus,430 Lawson Ave W,Saint Paul,MN,55117,Performing Arts,Under $25K,125,RAC 11
Ramsey,Northeast Youth and Family Services,3490 Lexington Ave N Ste 205,Shoreview,MN,55126,Arts Multipurpose,Under $25K,110,RAC 11
Ramsey,Norway House Edvard Grieg Society,1306 Raymond Ave,Saint Paul,MN,55104,Performing Arts,Under $25K,50,RAC 11
Ramsey,O'Shaughnessy at St. Catherine University,2004 Randolph Ave #F-24,Saint Paul,MN,55105-1750,Performing Arts,$1M-$5M,"65,210",RAC 11
Ramsey,One Voice Mixed Chorus,"732 Holly Avenue, Suite Q",Saint Paul,MN,55104-7125,Performing Arts,$250K-$1M,"11,798",RAC 11
Ramsey,Oratorio Society of Minnesota,PO Box 131814,Saint Paul,MN,55113,Performing Arts,$25K-$100K,"1,450",RAC 11
Ramsey,Ordway Center for the Performing Arts,345 Washington Street,Saint Paul,MN,55102-1419,Arts Multipurpose,Over 10M,"177,879",RAC 11
Ramsey,Pan Asian Arts Alliance,1541 Barclay St,Saint Paul,MN,55106,Performing Arts,$100K-$250-K,"18,000",RAC 11
Ramsey,Park Square Theatre,408 Saint Peter St. #110,Saint Paul,MN,55102-1121,Performing Arts,$1M-$5M,"56,656",RAC 11
Ramsey,Penelope Freeh and Jocelyn Hagen,1992 James Ave,Saint Paul,MN,55105,Arts Multipurpose,Under $25K,200,RAC 11
Ramsey,Penumbra Theatre Company,270 N Kent St,Saint Paul,MN,55102-1744,Performing Arts,$1M-$5M,"11,735",RAC 11
Ramsey,Public Art St. Paul,351 Kellogg Blvd E,Saint Paul,MN,55101-1411,Arts Multipurpose,$250K-$1M,"225,000",RAC 11
Ramsey,Ramsey County Leaders Council,1420 Eckles Ave 90 Coffey Hall,Saint Paul,MN,55108,Arts Multipurpose,Under $25K,215,RAC 11
Ramsey,Rhythmically Speaking,1395 Jessamine Ave W Ste 106,Saint Paul,MN,55108,Performing Arts,Under $25K,450,RAC 11
Ramsey,"Rondo Avenue, Inc.",679 Holly Avenue,Saint Paul,MN,55104,History,Under $25K,,RAC 11
Ramsey,Rosetown Playhouse Community Theatre,2660 Civic Center Drive,Roseville,MN,55113-1815,Performing Arts,$100K-$250-K,"4,741",RAC 11
Ramsey,Roseville String Ensemble,2660 Civic Center Dr,Roseville,MN,55113,Performing Arts,Under $25K,250,RAC 11
Ramsey,Saint Paul Art Collective,255 E Kellogg Blvd,Saint Paul,MN,55101-1468,Arts Multipurpose,$25K-$100K,"5,300",RAC 11
Ramsey,Saint Paul Ballet,1680 Grand Avenue,Saint Paul,MN,55105-1806,Performing Arts,$250K-$1M,"4,126",RAC 11
Ramsey,Saint Paul Chamber Orchestra,"408 Saint Peter Street, 3F",Saint Paul,MN,55102-1497,Performing Arts,Over 10M,"130,489",RAC 11
Ramsey,Saint Paul Civic Symphony,PO Box 40534,Saint Paul,MN,55104,Performing Arts,$25K-$100K,600,RAC 11
Ramsey,Saint Paul Conservatory of Music,26 East Exchange Street. Suite 500,Saint Paul,MN,55101-1605,Performing Arts,$250K-$1M,"2,530",RAC 11
Ramsey,Saint Paul Neighborhood Network,"375 Jackson Street, #250",Saint Paul,MN,55101-1816,Media & Communications,$1M-$5M,750,RAC 11
Ramsey,Saint Paul Vocal Forum,1400 Searle St,Saint Paul,MN,55130,Performing Arts,Under $25K,400,RAC 11
Ramsey,Sample Night Live!,1271 Hague Ave,Saint Paul,MN,55104,Arts Multipurpose,$25K-$100K,"4,200",RAC 11
Ramsey,Science Museum of Minnesota,120 West Kellogg Boulevard,Saint Paul,MN,55102-1202,Other,Over 10M,"772,217",RAC 11
Ramsey,Selby Ave JazzFest,921 Selby Ave c/o Golden Tyme,Saint Paul,MN,55104,Performing Arts,$25K-$100K,"12,500",RAC 11
Ramsey,Skylark Opera,"75 W. Fifth St., Suite 414",Saint Paul,MN,55102-1414,Performing Arts,$250K-$1M,"3,099",RAC 11
Ramsey,Solid Ground,3521 Century Ave N,White Bear Lake,MN,55110,Other,Under $25K,22,RAC 11
Ramsey,"Sounds of Hope, Ltd.",253 East Fourth Street #205,Saint Paul,MN,55101-1643,Performing Arts,$100K-$250-K,"6,200",RAC 11
Ramsey,Springboard for the Arts,"308 Prince Street, Suite 270",Saint Paul,MN,55101-1437,Other,$1M-$5M,"9,075",RAC 11
Ramsey,SteppingStone Theatre,55 Victoria Street N,Saint Paul,MN,55104-7196,Performing Arts,$1M-$5M,"39,166",RAC 11
Ramsey,Sumunar,1549 University Ave W Ste 204,Saint Paul,MN,55104,Performing Arts,$25K-$100K,780,RAC 11
Ramsey,Tango Teacher Co-op,1305 Brighton Sq,New Brighton,MN,55112,Performing Arts,$25K-$100K,200,RAC 11
Ramsey,Teatro del Pueblo,209 Page St W #208,Saint Paul,MN,55107-3457,Performing Arts,$100K-$250-K,"6,100",RAC 11
Ramsey,The Baroque Room,275 4th St E Ste 280,Saint Paul,MN,55101,Performing Arts,$25K-$100K,"1,000",RAC 11
Ramsey,The Fitzgerald Theater Company,480 Cedar Street,Saint Paul,MN,55101,Performing Arts,$100K-$250-K,,RAC 11
Ramsey,The Peoples Cook,275 4th St E Ste 475,Saint Paul,MN,55101,Arts Multipurpose,$25K-$100K,"10,000",RAC 11
Ramsey,The PuppetTellers,2391 Commonwealth Ave,Saint Paul,MN,55108,Performing Arts,Under $25K,"1,100",RAC 11
Ramsey,"The Raptor Center, University of Minnesota",1920 Fitch Avenue,Saint Paul,MN,55108,Other,$1M-$5M,"150,000",RAC 11
Ramsey,The Rose Ensemble,75 5th St W. #314,Saint Paul,MN,55102-1423,Performing Arts,$250K-$1M,"8,976",RAC 11
Ramsey,The Schubert Club,"75 West Fifth Street, Suite 302",Saint Paul,MN,55102-1423,Performing Arts,$1M-$5M,"28,293",RAC 11
Ramsey,TU Dance,PO Box 40405,Saint Paul,MN,55104-8405,Performing Arts,$250K-$1M,"13,635",RAC 11
Ramsey,"Twin Cities Chinese Dance Center, Inc.",PO Box 131114,Roseville,MN,55113,Performing Arts,$25K-$100K,"8,500",RAC 11
Ramsey,Twin Cities Horn Club,1830 Holton St,Falcon Heights,MN,55113,Performing Arts,Under $25K,100,RAC 11
Ramsey,Twin Cities Housing Development Corporation,400 Selby Ave Ste C,Saint Paul,MN,55102-4520,Other,Under $25K,80,RAC 11
Ramsey,Twin Cities Labor Chorus,PO Box 40095,Saint Paul,MN,55104,Performing Arts,Under $25K,"5,000",RAC 11
Ramsey,Twin Cities Polish Festival,9182 Bataan St NE,Blaine,MN,55449,Arts Multipurpose,$100K-$250-K,"23,000",RAC 11
Ramsey,Twin Cities Public Television,172 4th St E,Saint Paul,MN,55101-1492,Media & Communications,Over 10M,"40,000",RAC 11
Ramsey,Twin Cities Show Chorus,1230 Silverthorn Ct,Shoreview,MN,55126,Performing Arts,$25K-$100K,600,RAC 11
Ramsey,Twin City Model Railroad Museum,"1021 Bandana Boulevard East, Suite 222",Saint Paul,MN,55108,History,Under $25K,,RAC 11
Ramsey,Umunne Cultural Association of Minnesota,PO Box 4736,Saint Paul,MN,55104-0736,Performing Arts,$25K-$100K,"16,000",RAC 11
Ramsey,United Jewish Fund & Council/History Project,790 Cleveland Ave. South,Saint Paul,MN,55116,History,Under $25K,,RAC 11
Ramsey,"Upper Midwest Flute Association, Inc.",6324 Decatur Ave N,Brooklyn Park,MN,55428,Performing Arts,Under $25K,400,RAC 11
Ramsey,Vox Nova Chorale,1480 Myrtle Ct N,Maplewood,MN,55119-7100,Performing Arts,Under $25K,430,RAC 11
Ramsey,Walker West Music Academy,760 Selby Ave.,Saint Paul,MN,55104-3319,Performing Arts,$250K-$1M,622,RAC 11
Ramsey,West Side Community Organization,1 Water St W Ste 260,Saint Paul,MN,55107,Arts Multipurpose,Under $25K,200,RAC 11
Ramsey,White Bear Center for the Arts,4971 Long Ave,White Bear Lake,MN,55110-2629,Visual Arts & Architecture,$250K-$1M,"33,000",RAC 11
Ramsey,Women's Initiative for Self Empowerment,"570 Asbury St, Ste 202 Hamline Park Plaza",Saint Paul,MN,55104,Arts Multipurpose,Under $25K,250,RAC 11
Ramsey,Young Artists Initiative,463 Maria Ave,Saint Paul,MN,55106,Performing Arts,Under $25K,"1,650",RAC 11
Ramsey,"Youth in Jazz, Inc.",950 Scenic Dr,Shoreview,MN,55126,Performing Arts,$25K-$100K,"1,500",RAC 11
Ramsey,Zeitgeist,"275 East Fourth Street, Suite 200",Saint Paul,MN,55101-1697,Performing Arts,$100K-$250-K,"5,667",RAC 11
Ramsey,Ally People Solutions,1246 University Ave #239,Saint Paul,MN,55104,Visual Arts & Architecture,Under $25K,250,RAC 11
Ramsey,Autism Society of Minnesota,"2380 Wycliff St, #102",Saint Paul,MN,55114,Arts Multipurpose,Under $25K,120,RAC 11
Ramsey,Celtic Collaborative,1841 Fairmount Ave,Saint Paul,MN,55105,Performing Arts,Under $25K,500,RAC 11
Ramsey,Converging Visions,"1879 Portland Ave, #1",Saint Paul,MN,55104,Arts Multipurpose,Under $25K,750,RAC 11
Ramsey,Fusion Arts,1548 Carroll Ave,Saint Paul,MN,55104,Arts Multipurpose,Under $25K,100,RAC 11
Ramsey,Ghostbridge Theatre,"Springboard for the Arts, 308 Prince St, Ste 270",Saint Paul,MN,55101,Performing Arts,Under $25K,200,RAC 11
Ramsey,Grace Minnesota,209 8th St #410,Saint Paul,MN,55101,Arts Multipurpose,$25K-$100K,"5,000",RAC 11
Ramsey,Hmong Museum,,Saint Paul?,MN,,Humanities,Under $25K,200,RAC 11
