  County , ORGANIZATION NAME , Address , City ,State, Zip , DISCIPLINE ,Budget Category,   ANNUAL AUDIENCE SERVED ,Regional Arts Council
Hennepin,Graywolf Press,250 Third Avenue N #600,Minneapolis,MN,55401-1635,Literary Arts,$1M-$5M,"15,200",RAC 11
Hennepin,Guthrie Theater,818 South 2nd Street,Minneapolis,MN,55415-1252,Performing Arts,Over 10M,"358,639",RAC 11
Hennepin,Harmony Theatre Company and School,6121 Excelsior Blvd,St Louis Park,MN,55416-2575,Performing Arts,$25K-$100K,600,RAC 11
Hennepin,Hassan Area Historical Society,25000 Hassan Parkway,Rogers,MN,55374,History,Under $25K,,RAC 11
Hennepin,Hennepin County Library/History Project,300 Nicollet Mall,Minneapolis,MN,55401,History,$25K-$100K,,RAC 11
Hennepin,Hennepin Health Foundation,701 Park Ave Ste LSB3,Minneapolis,MN,55415,Arts Multipurpose,$25K-$100K,300,RAC 11
Hennepin,Hennepin Theatre Trust,615 Hennepin Avenue #140,Minneapolis,MN,55403-1818,Performing Arts,Over 10M,"547,879",RAC 11
Hennepin,Highpoint Center for Printmaking,912 West Lake Street,Minneapolis,MN,55408-2857,VIsual Arts & Architecture,$250K-$1M,"7,800",RAC 11
Hennepin,"Hope Community, Inc.",611 E Franklin Ave,Minneapolis,MN,55404,Other,$100K-$250-K,150,RAC 11
Hennepin,Hopewell Music Cooperative North,2200 Fremont Avenue N,Minneapolis,MN,55411-2543,Performing Arts,$100K-$250-K,"4,000",RAC 11
Hennepin,Hopkins Center for the Arts,1111 Mainstreet,Hopkins,MN,55343-7552,Arts Multipurpose,$250K-$1M,"22,802",RAC 11
Hennepin,Hopkins Westwind Concert Band,PO Box 513,Hopkins,MN,55343,Performing Arts,Under $25K,880,RAC 11
Hennepin,HUGE Improv Theater,3037 Lyndale Avenue South,Minneapolis,MN,55408-2935,Performing Arts,$250K-$1M,"18,650",RAC 11
Hennepin,Illusion Theater & School Inc.,528 Hennepin Ave. S. #704,Minneapolis,MN,55403-1814,Performing Arts,$1M-$5M,"8,672",RAC 11
Hennepin,In the Heart of the Beast Puppet & Mask Theatre,1500 East Lake Street,Minneapolis,MN,55407-1720,Performing Arts,$1M-$5M,"75,000",RAC 11
Hennepin,Indian Music Society of Minnesota,PO Box 581846,Minneapolis,MN,55458-1846,Performing Arts,$25K-$100K,500,RAC 11
Hennepin,"Intermedia Arts of Minnesota, Inc.",2822 Lyndale Avenue South,Minneapolis,MN,55408-2108,Arts Multipurpose,$1M-$5M,"21,446",RAC 11
Hennepin,Inverted Arts,77 13th Ave NE Suite #207,Minneapolis,MN,55413-1067,Arts Multipurpose,$100K-$250-K,"1,710",RAC 11
Hennepin,Iraqi and American Reconciliation Project,416 E. Hennepin Ave. #116,Minneapolis,MN,55414-1076,Performing Arts,$25K-$100K,"3,100",RAC 11
Hennepin,Ivey Awards,1128 Harmon Place  #305,Minneapolis,MN,55403-2004,Performing Arts,$100K-$250-K,"1,800",RAC 11
Hennepin,Japan American Society of Minnesota,43 Main St SE Ste EH131,Minneapolis,MN,55414-1029,Performing Arts,Under $25K,"7,500",RAC 11
Hennepin,Jawaahir Dance Company,3010 Minnehaha Avenue,Minneapolis,MN,55406-1987,Performing Arts,$100K-$250-K,"4,804",RAC 11
Hennepin,Jazz at Studio Z,4055 37th Ave S,Minneapolis,MN,55406,Performing Arts,Under $25K,600,RAC 11
Hennepin,"JazzMN, Inc.",P. O. Box 3790,Minneapolis,MN,55403-0790,Performing Arts,$100K-$250-K,"2,259",RAC 11
Hennepin,Jewish Historical Society of the Upper Midwest,,Minneapolis,MN,,history,Under $25K,0,RAC 11
Hennepin,Jungle Theater,2951 Lyndale Ave. S.,Minneapolis,MN,55408-2111,Performing Arts,$1M-$5M,"30,652",RAC 11
Hennepin,Juxtaposition Arts,2007 Emerson Avenue North,Minneapolis,MN,55411-2507,VIsual Arts & Architecture,$250K-$1M,"10,000",RAC 11
Hennepin,Ka Joog,419 Cedar Ave S Ste 257,Minneapolis,MN,55454,VIsual Arts & Architecture,Under $25K,"2,025",RAC 11
Hennepin,Kairos Alive!,4316 Upton Ave S #206,Minneapolis,MN,55410-1506,Performing Arts,$250K-$1M,"4,500",RAC 11
Hennepin,Kalpulli Ketzalcoatlicue,3547 Cedar Ave S,Minneapolis,MN,55407,Performing Arts,$25K-$100K,28,RAC 11
Hennepin,Katha Dance Theatre,5444 Orchard Avenue N,Minneapolis,MN,55429-3246,Performing Arts,$250K-$1M,"3,050",RAC 11
Hennepin,Katherine E. Nash Gallery,"Regis Center for Art,405 21st Avenue South",Minneapolis,MN,55455-0420,VIsual Arts & Architecture,$100K-$250-K,"13,955",RAC 11
Hennepin,Kenwood Symphony Orchestra,PO Box 19591,Minneapolis,MN,55419-1930,Performing Arts,$25K-$100K,"1,858",RAC 11
Hennepin,Kingfield Neighborhood Association,3754 Pleasant Ave S Ste 101,Minneapolis,MN,55409-1278,Other,Under $25K,75,RAC 11
Hennepin,Kulture Klub Collaborative,41 N 12th St,Minneapolis,MN,55403-1325,Arts Multipurpose,$100K-$250-K,"2,500",RAC 11
Hennepin,Lake Harriet Spiritual Community/History Project,4401 Upton Avenue South,Minneapolis,MN,55410,History,Under $25K,,RAC 11
Hennepin,Lao Arts Outreach Organization,503 Irving Ave N,Minneapolis,MN,55405,Arts Multipurpose,Under $25K,500,RAC 11
Hennepin,Learning Through Music Consulting Group,,Minneapolis,MN,,Performing Arts,$25K-$100K,400,RAC 11
Hennepin,LegUp Studio,681 17th Ave NE Ste 119,Minneapolis,MN,55413,VIsual Arts & Architecture,Under $25K,50,RAC 11
Hennepin,Leonardo's Basement,4301 Nicollet Ave S,Minneapolis,MN,55409,Arts Multipurpose,$250K-$1M,925,RAC 11
Hennepin,Les Jolies Petites School of Dance,1106 Broadway Ave W,Minneapolis,MN,55411,Performing Arts,$25K-$100K,300,RAC 11
Hennepin,Linden Hills Chamber Orchestra,5037 Indianola Ave PO Box 24251,Edina,MN,55424,Performing Arts,Under $25K,"1,080",RAC 11
Hennepin,Link Vostok,4341 Colfax Ave S,Minneapolis,MN,55409,Performing Arts,$25K-$100K,220,RAC 11
Hennepin,Lipa Slovak Folk Dancers,,Minneapolis,MN,,Performing Arts,Under $25K,"15,000",RAC 11
Hennepin,Live Action Set,,Minneapolis,MN,,Performing Arts,$25K-$100K,"1,211",RAC 11
Hennepin,Loring Greenway Association,PO Box 582031,Minneapolis,MN,55458,Performing Arts,$25K-$100K,400,RAC 11
Hennepin,Loudmouth Collective,,Minneapolis,MN,,Performing Arts,Under $25K,500,RAC 11
Hennepin,low tech/high joy collaborative,5144 Luverne Ave,Minneapolis,MN,55419,Arts Multipurpose,Under $25K,300,RAC 11
Hennepin,Lundstrum Center for the Performing Arts,1617 North Second Street,Minneapolis,MN,55411-3406,Arts Multipurpose,$1M-$5M,"6,206",RAC 11
Hennepin,Lutheran Music Program,122 W Franklin Ave Ste 230,Minneapolis,MN,55404,Performing Arts,$1M-$5M,"4,255",RAC 11
Hennepin,Lyndale Neighborhood Association,3537 Nicollet Ave S,Minneapolis,MN,55408-4559,Other,$25K-$100K,"2,068",RAC 11
Hennepin,MacPhail Center for Music,501 S 2nd St,Minneapolis,MN,55401-2383,Performing Arts,Over 10M,"64,841",RAC 11
Hennepin,Mad King Thomas,2308 36 1/2 St E,Minneapolis,MN,55406,Performing Arts,$25K-$100K,300,RAC 11
Hennepin,Mad Munchkin Productions,3407 24th Ave S,Minneapolis,MN,55406,Performing Arts,Under $25K,250,RAC 11
Hennepin,Madame of the Arts,2106 Garfield Ave S Apt 11,Minneapolis,MN,55405,Arts Multipurpose,Under $25K,150,RAC 11
Hennepin,Maggie Bergeron and Company,3309 46th Ave S,Minneapolis,MN,55406,Arts Multipurpose,Under $25K,450,RAC 11
Hennepin,Maggie’s Farm Free-Range Theater,,St Louis Park,MN,,Performing Arts,Under $25K,600,RAC 11
Hennepin,Magic Lantern Puppet Theater,3131 17th Ave S Apt 1,Minneapolis,MN,55407,Performing Arts,$25K-$100K,290,RAC 11
Hennepin,Maple Grove Arts Center,7916 Main St,Maple Grove,MN,55369,Arts Multipurpose,$100K-$250-K,"8,000",RAC 11
Hennepin,Marcy Holmes Neighborhood Association,500 8th Ave SE,Minneapolis,MN,55414-1910,Other,$100K-$250-K,0,RAC 11
Hennepin,Maritime Heritage Minnesota,1214 Saint Paul Avenue,Saint Paul,MN,55116,History,$25K-$100K,,RAC 11
Hennepin,Mathew Janczewski's ARENA DANCES,"528 Hennepin Avenue, Suite 508",Minneapolis,MN,55403-1810,Performing Arts,$100K-$250-K,550,RAC 11
Hennepin,Mentoring Peace Through Art Inc,113 Ninth Avenue North,Hopkins,MN,55343-7316,VIsual Arts & Architecture,$100K-$250-K,"19,000",RAC 11
Hennepin,Metropolitan Symphony Orchestral Association,PO Box 581213,Minneapolis,MN,55458-1213,Performing Arts,$25K-$100K,"18,000",RAC 11
Hennepin,Midtown Global Music Festival,"663 University Ave, Ste 200 c/o Neighb Dev Ctr",Saint Paul,MN,55104,Performing Arts,$25K-$100K,"11,000",RAC 11
Hennepin,Midway Contemporary Art,527 Second Ave. SE,Minneapolis,MN,55414-1103,VIsual Arts & Architecture,$250K-$1M,"5,070",RAC 11
Hennepin,Midwest Art Conservation Center,2400 - 3rd Avenue South,Minneapolis,MN,55404-3506,VIsual Arts & Architecture,$250K-$1M,"27,459",RAC 11
Hennepin,MIGIZI Communications,"1516 East Lake Street, Suite 300",Minneapolis,MN,55407,History,$25K-$100K,,RAC 11
Hennepin,Milkweed Editions,1011 WASHINGTON AVE S STE 300,Minneapolis,MN,55415-1011,Literary Arts,$1M-$5M,"19,406",RAC 11
Hennepin,Mill City Summer Opera,3208 West Lake Street,Minneapolis,MN,55416-4512,Performing Arts,$250K-$1M,"3,450",RAC 11
Hennepin,Mindekirken Foundation,,Minneapolis,MN,,Other,$25K-$100K,175,RAC 11
Hennepin,Minneapolis College of Art and Design/MCAD,2501 Stevens Avenue,Minneapolis,MN,55404-4347,VIsual Arts & Architecture,Over 10M,"11,077",RAC 11
Hennepin,Minneapolis Guitar Quartet,2550 Dupont Ave S,Minneapolis,MN,55405-3506,Performing Arts,$25K-$100K,0,RAC 11
Hennepin,Minneapolis Institute of Arts,2400 Third Avenue South,Minneapolis,MN,55417-3506,VIsual Arts & Architecture,Over 10M,"644,927",RAC 11
Hennepin,Minneapolis Jewish Federation ,"13100 Wayzata Blvd., Suite 200",Minnetonka,MN,55305,History,Under $25K,,RAC 11
Hennepin,Minneapolis Jewish Film Festival,4330 Cedar Lake Rd,St Louis Park,MN,55416,Media & Communications,$25K-$100K,"2,400",RAC 11
Hennepin,Minneapolis Musical Theatre,"c/o Hennepin Theatre Trust, 615 Hennepin Ave #40",Minneapolis,MN,55403-1818,Performing Arts,$25K-$100K,"3,250",RAC 11
Hennepin,Minneapolis Pops Orchestra Association,2712 - 41st Avenue South,Minneapolis,MN,55406-1810,Performing Arts,$100K-$250-K,"25,000",RAC 11
Hennepin,Minneapolis Southside Singers,Minneapolis Community Education 4029 28th Ave S,Minneapolis,MN,55406,Performing Arts,Under $25K,"5,000",RAC 11
Hennepin,Minneapolis Television Network,"125 Main Street Southeast, #244",Minneapolis,MN,55414-2143,Media & Communications,$250K-$1M,"1,229",RAC 11
Hennepin,Minneapolis Thanksgiving Celeb Pow-Wow Committee,2300 15th Ave S,Minneapolis,MN,55404,Performing Arts,Under $25K,500,RAC 11
Hennepin,Minnesota African American Museum and Cultural Center,,Minneapolis,MN,,history,$1M-$5M,"1,000",RAC 11
Hennepin,Minnesota Association of Community Theatres,,Minneapolis,MN,,Performing Arts,Under $25K,227,RAC 11
Hennepin,Minnesota Bluegrass & Old-Time Music Association,4142 Upton Ave S,Minneapolis,MN,55410-1261,Performing Arts,$250K-$1M,"9,373",RAC 11
Hennepin,Minnesota Center for Book Arts,1011 Washington Ave S Suite 100,Minneapolis,MN,55415-1279,VIsual Arts & Architecture,$250K-$1M,"72,502",RAC 11
Hennepin,Minnesota Chorale,528 Hennepin Avenue #407,Minneapolis,MN,55403-1810,Performing Arts,$250K-$1M,"26,500",RAC 11
Hennepin,Minnesota Community SINGS,3520 20th Ave S,Minneapolis,MN,55407,Performing Arts,Under $25K,100,RAC 11
Hennepin,Minnesota Council on Foundations,,Minneapolis,MN,,Other,$1M-$5M,0,RAC 11
Hennepin,Minnesota Dance Theatre & School,"528 Hennepin Avenue, 6F",Minneapolis,MN,55403-1810,Performing Arts,$1M-$5M,"11,011",RAC 11
Hennepin,Minnesota Fringe Festival,"79 13th Avenue NE, #112",Minneapolis,MN,55413-1073,Performing Arts,$250K-$1M,"50,265",RAC 11
Hennepin,Minnesota Guitar Society,PO Box 14986,Minneapolis,MN,55414-0986,Performing Arts,$25K-$100K,"1,433",RAC 11
Hennepin,Minnesota Music Educators Association,,Brooklyn Center,MN,,Other,$250K-$1M,"8,375",RAC 11
Hennepin,Minnesota Opera,620 North 1st Street,Minneapolis,MN,55401-1225,Performing Arts,$5M-$10M,"55,610",RAC 11
Hennepin,Minnesota Orchestral Association,1111 Nicollet Mall,Minneapolis,MN,55403-2406,Performing Arts,Over 10M,"160,130",RAC 11
Hennepin,Minnesota Philharmonic Orchestra,PO Box 6116,Minneapolis,MN,55406-0116,Performing Arts,$25K-$100K,300,RAC 11
Hennepin,Minnesota Sinfonia,"901 North Third Street, Suite 112",Minneapolis,MN,55401-1022,Performing Arts,$250K-$1M,"27,000",RAC 11
Hennepin,Minnesota Spoken Word Association,PO Box 21305,Minneapolis,MN,55421,Literary Arts,$25K-$100K,250,RAC 11
Hennepin,Minnesota State Fiddlers Association,,Minneapolis,MN,,Performing Arts,Under $25K,"5,000",RAC 11
Hennepin,Minnetonka Center for the Arts,2240 North Shore Drive,Wayzata,MN,55391-9347,VIsual Arts & Architecture,$1M-$5M,"20,056",RAC 11
Hennepin,"Misplaced Music, Inc.",2537 Polk St NE,Minneapolis,MN,55418,Performing Arts,Under $25K,650,RAC 11
Hennepin,Mixed Blood Theatre,1501 S 4th Street,Minneapolis,MN,55454-1106,Performing Arts,$1M-$5M,"9,000",RAC 11
Hennepin,Morgan Thorson and Company,3112 10th Ave S,Minneapolis,MN,55407-1604,Performing Arts,$25K-$100K,750,RAC 11
Hennepin,Municipal Building Commission,,Minneapolis,MN,,history,$250K-$1M,0,RAC 11
Hennepin,Music Association of Minnetonka,18285 Highway 7,Minnetonka,MN,55345-4114,Performing Arts,$100K-$250-K,"5,500",RAC 11
Hennepin,Music in the Heart of Victory,,Minneapolis,MN,,Performing Arts,Under $25K,900,RAC 11
Hennepin,National Lutheran Choir,528 Hennepin Ave Ste 302,Minneapolis,MN,55403,Performing Arts,$250K-$1M,"19,015",RAC 11
Hennepin,Nimbus Theatre,1517 Central Ave NE Ste 300,Minneapolis,MN,55413,Performing Arts,$25K-$100K,"3,000",RAC 11
Hennepin,Northeast Minneapolis Arts Association,2205 California Street NE #118,Minneapolis,MN,55418-3336,VIsual Arts & Architecture,$250K-$1M,"35,178",RAC 11
Hennepin,Northern Clay Center,2424 Franklin Avenue East,Minneapolis,MN,55406-1027,VIsual Arts & Architecture,$1M-$5M,"20,134",RAC 11
Hennepin,Northern Lights.mn,2751 Hennepin Ave. South #231,Minneapolis,MN,55408-1002,Arts Multipurpose,$250K-$1M,"55,500",RAC 11
Hennepin,Northrop Auditorium/U of M,84 Church Street SE  Suite 90,Minneapolis,MN,55419-0281,Performing Arts,$5M-$10M,"69,939",RAC 11
Hennepin,NOTE-able Singers,1800 Old Shakopee Rd W,Bloomington,MN,55431,Performing Arts,Under $25K,"1,525",RAC 11
Hennepin,NWA History Centre,"8101 - 34th Avenue South, Suite B-747",Bloomington,MN,55425,History,Under $25K,,RAC 11
Hennepin,Obsidian Arts,"528 Hennepin Avenue, Ste. 705",Minneapolis,MN,55402-1810,VIsual Arts & Architecture,$100K-$250-K,"1,900",RAC 11
Hennepin,Off-Leash Area,3540 34th Ave S,Minneapolis,MN,55406-2733,Arts Multipurpose,$100K-$250-K,"1,905",RAC 11
Hennepin,"Old Arizona Collaborative, Inc.",,Minneapolis,MN,,Other,$100K-$250-K,1,RAC 11
Hennepin,Open Book,"1011 WAshington Ave South, #200",Minneapolis,MN,55415-1278,Literary Arts,$250K-$1M,"110,000",RAC 11
Hennepin,Open Eye Figure Theatre,506 East 24th Street,Minneapolis,MN,55404-3732,Performing Arts,$250K-$1M,"18,342",RAC 11
Hennepin,Out Twin Cities Film Festival,3036 Dupont Ave. So.,Minneapolis,MN,55408-2705,Media & Communications,Under $25K,926,RAC 11
Hennepin,OverExposure,3725 40th Avenue South,Minneapolis,MN,55406-2848,VIsual Arts & Architecture,Under $25K,500,RAC 11
Hennepin,Pangea World Theater,711 West Lake Street #102,Minneapolis,MN,55408-3357,Performing Arts,$250K-$1M,"9,600",RAC 11
Hennepin,Partizan Theater,,Minneapolis,MN,,Performing Arts,Under $25K,400,RAC 11
Hennepin,Partners in Praise Girls Choir,3018 61st Ave N,Brooklyn Center,MN,55429,Performing Arts,$25K-$100K,"30,000",RAC 11
Hennepin,"Partnership Resources, Inc.",4200 Park Glen Rd,St Louis Park,MN,55416,Other,$25K-$100K,150,RAC 11
Hennepin,Patrick's Cabaret,3010 Minnehaha Avenue,Minneapolis,MN,55406-1987,Arts Multipurpose,$250K-$1M,"6,200",RAC 11
Hennepin,Photography at the Center,2400 2nd St N,Minneapolis,MN,55411,VIsual Arts & Architecture,$25K-$100K,"1,000",RAC 11
Hennepin,Pillsbury House Theatre,3501 Chicago Avenue South,Minneapolis,MN,55407-2109,Performing Arts,$1M-$5M,"13,986",RAC 11
Hennepin,"Playwrights' Center, Inc.",2301 East Franklin Avenue,Minneapolis,MN,55406-1099,Performing Arts,$1M-$5M,"4,021",RAC 11
Hennepin,Plymouth Concert Band,PO Box 47233,Plymouth,MN,55447-0233,Performing Arts,Under $25K,"2,000",RAC 11
Hennepin,Plymouth Fine Arts Council,3400 Plymouth Blvd,Plymouth ,MN,55447,Arts Multipurpose,Under $25K,"2,500",RAC 11
Hennepin,Poetry for People,3505 11th Ave S,Minneapolis,MN,55407,Literary Arts,Under $25K,"1,600",RAC 11
Hennepin,Prairie Fire Lady Choir,1202 Adams St NE,Minneapolis,MN,55413,Performing Arts,Under $25K,46,RAC 11
Hennepin,Project SUCCESS,"One Groveland Terrace, #300",Minneapolis,MN,55403-1173,Other,$25K-$100K,"18,812",RAC 11
Hennepin,Public Art Edina,5280 Grandview Square,Edina,MN,55436-1755,Other,Under $25K,75,RAC 11
Hennepin,Public Domain Productions,619 E 32nd St Ste 3,Minneapolis,MN,55407,Performing Arts,$25K-$100K,"3,600",RAC 11
Hennepin,Public Theater of Minnesota,6542 Lake St W,St Louis Park,MN,55416,Performing Arts,Under $25K,"6,100",RAC 11
Hennepin,Quatrefoil Library,,Minneapolis,MN,,history,$25K-$100K,"3,500",RAC 11
Hennepin,Ragamala Dance,"711 West Lake Street, Suite 309",Minneapolis,MN,55408-2975,Performing Arts,$250K-$1M,"12,621",RAC 11
Hennepin,Rain Taxi,PO Box 3840,Minneapolis,MN,55403-0840,Literary Arts,$100K-$250-K,"7,850",RAC 11
Hennepin,Rainbow Rumpus,PO Box 6881,Minneapolis,MN,55406,Literary Arts,$100K-$250-K,"3,000",RAC 11
Hennepin,Red Eye Theater/Collaboration,15 W 14th St,Minneapolis,MN,55403-2301,Performing Arts,$100K-$250-K,"3,656",RAC 11
Hennepin,"Red Fountain, Inc.",,Minneapolis,MN,,Other,$25K-$100K,160,RAC 11
Hennepin,Red Hot Arts,1925 Nicollet Ave,Minneapolis,MN,55403-3747,Other,$100K-$250-K,"2,150",RAC 11
Hennepin,Redeemer Center for Life,1800 Glenwood Ave,Minneapolis,MN,55405,Arts Multipurpose,$25K-$100K,630,RAC 11
Hennepin,Redeemer Music Arts Academy,,Minneapolis,MN,,Performing Arts,$250K-$1M,900,RAC 11
Hennepin,RenegadeEnsemble,2951 Fillmore St NE,Minneapolis,MN,55418-2106,Performing Arts,Under $25K,140,RAC 11
Hennepin,Rimon: The Minnesota Jewish Arts Council,4330 Cedar Lake Rd S Barry Family Campus,St Louis Park,MN,55416,Arts Multipurpose,$25K-$100K,240,RAC 11
Hennepin,Riverside Winds,,Minneapolis,MN,,Performing Arts,Under $25K,"1,875",RAC 11
Hennepin,Rosy Simas Dance Projects,2217 26th Ave S,Minneapolis,MN,55406,Performing Arts,$25K-$100K,500,RAC 11
Hennepin,Russian Cultural Center,1624 3rd St NE Front unit,Minneapolis,MN,55413,VIsual Arts & Architecture,Under $25K,"2,146",RAC 11
Hennepin,Sabes Jewish Community Center Performing Arts Dept.,4330 Cedar Lake Rd S,St Louis Park,MN,55416,Performing Arts,$25K-$100K,700,RAC 11
Hennepin,Saint Anthony Civic Orchestra,4081 Foss Rd NE,St Anthony,MN,55421,Performing Arts,Under $25K,50,RAC 11
Hennepin,Saint Louis Park Friends of the Arts,6715 Minnetonka Blvd Ste 103,St Louis Park,MN,55426,Arts Multipurpose,$25K-$100K,"2,500",RAC 11
Hennepin,Sandbox Theatre,2011 3rd Ave S Apt 204,Minneapolis,MN,55404,Performing Arts,$25K-$100K,500,RAC 11
Hennepin,Savage Umbrella,3134 Lincoln St NE,Minneapolis,MN,55418,Performing Arts,Under $25K,374,RAC 11
Hennepin,Screenwriters' Workshop,528 Hennepin Ave Ste 507,Minneapolis,MN,55403-1810,Media & Communications,Under $25K,140,RAC 11
Hennepin,Seward Neighborhood Group,,Minneapolis,MN,,Other,Under $25K,0,RAC 11
Hennepin,Shapiro and Smith Dance,528 Hennepin Ave S Ste 401,Minneapolis,MN,55403,Performing Arts,$100K-$250-K,"2,300",RAC 11
Hennepin,She Rock She Rock,"5115 Excelsior Blvd, #316",St Louis Park,MN,55416-6802,Performing Arts,$25K-$100K,770,RAC 11
Hennepin,Sholom Community Alliance,,St. Louis Park,MN,,Other,Under $25K,0,RAC 11
Hennepin,Simply Jane,5411 Nicollet Ave S,Minneapolis,MN,55419,VIsual Arts & Architecture,$100K-$250-K,300,RAC 11
Hennepin,Singers in Accord,2637 32nd Ave S,Minneapolis,MN,55406,Performing Arts,$25K-$100K,61,RAC 11
Hennepin,Sisters Boil,,Minneapolis,MN,,Performing Arts,Under $25K,600,RAC 11
Hennepin,Skewed Visions Performance Company,4644 1st Ave S,Minneapolis,MN,55419,Arts Multipurpose,$25K-$100K,10,RAC 11
Hennepin,Somali Museum of Minnesota,1516 East Lake Street #11,Minneapolis,MN,55407,Humanities,$25K-$100K,"3,000",RAC 11
Hennepin,Soo Visual Arts Center,2909 Bryant Avenue South #101,Minneapolis,MN,55408-4965,VIsual Arts & Architecture,$100K-$250-K,"3,200",RAC 11
Hennepin,South Sixteenth Hijinks,3448 16th Ave S,Minneapolis,MN,55407,Arts Multipurpose,Under $25K,600,RAC 11
Hennepin,Southside Family Nurturing Center,2448 18th Ave S,Minneapolis,MN,55404-4006,Arts Multipurpose,Under $25K,40,RAC 11
Hennepin,Speaking of Home,111 Marquette Ave Ste 2608,Minneapolis,MN,55401,VIsual Arts & Architecture,$25K-$100K,225,RAC 11
Hennepin,Special School District 1,2225 Lake St E,Minneapolis,MN,55407,Other,Under $25K,200,RAC 11
Hennepin,Spirit in the House!,,Minneapolis,MN,,Other,Under $25K,"1,195",RAC 11
Hennepin,St. Barnabas Center for the Arts,,Plymouth,MN,,VIsual Arts & Architecture,$25K-$100K,"6,928",RAC 11
Hennepin,Stages Theatre Company,1111 Mainstreet,Hopkins,MN,55343-7552,Performing Arts,$1M-$5M,"107,553",RAC 11
Hennepin,Stagewright Unlimited,,Minneapolis,MN,,Other,$25K-$100K,100,RAC 11
Hennepin,Stevens Square Community Organization,,Minneapolis,MN,,Other,$100K-$250-K,"5,926",RAC 11
Hennepin,Story Arts of Minnesota,PO Box 581154,Minneapolis,MN,55458-1154,Performing Arts,Under $25K,140,RAC 11
Hennepin,Strange Capers,,Minneapolis,MN,,Performing Arts,Under $25K,"2,712",RAC 11
Hennepin,Stuart Pimsler Dance & Theater,528 Hennepin Ave S #707,Minneapolis,MN,55403-1814,Performing Arts,$250K-$1M,"15,600",RAC 11
Hennepin,Studio 206,"Ivy Building for the Arts, 2637 27th Ave S. #206",Minneapolis,MN,55406-3080,Arts Multipurpose,$25K-$100K,200,RAC 11
Hennepin,Summer Singers,4721 Aldrich Avenue S,Minneapolis,MN,55419-5348,Performing Arts,Under $25K,628,RAC 11
Hennepin,SunsetGun Productions,2000 Emerson Ave S Apt 1,Minneapolis,MN,55405,Performing Arts,Under $25K,500,RAC 11
Hennepin,SuperGroup,3435 10th Ave S,Minneapolis,MN,55407,Arts Multipurpose,Under $25K,50,RAC 11
Hennepin,Swandive Theatre,2313 35th St E,Minneapolis,MN,55406,Performing Arts,Under $25K,132,RAC 11
Hennepin,Take-Up Productions,2820 E. 33rd St.,Minneapolis,MN,55406-2426,Media & Communications,$100K-$250-K,"21,306",RAC 11
Hennepin,Tapestry Folkdance Center,3748 Minnehaha Avenue,Minneapolis,MN,55406-2668,Performing Arts,$100K-$250-K,"12,241",RAC 11
Hennepin,Ten Thousand Things Theater,3153 36th Avenue South,Minneapolis,MN,55406-2126,Performing Arts,$250K-$1M,"6,929",RAC 11
Hennepin,Textile Center,3000 University Ave SE,Minneapolis,MN,55414-3356,VIsual Arts & Architecture,$250K-$1M,"74,652",RAC 11
Hennepin,The Ancia Saxophone Quartet,4811 35th Ave S,Minneapolis,MN,55417,Performing Arts,Under $25K,20,RAC 11
Hennepin,The Art of Dance Studio,1213 Washington Ave N,Minneapolis,MN,55401,Performing Arts,$100K-$250-K,125,RAC 11
Hennepin,The Atelier Studio Program of Fine Art,"1681 East Hennepin Avenue, Minneapolis, Mn.",Minneapolis,MN,55414-2487,VIsual Arts & Architecture,$100K-$250-K,"1,575",RAC 11
Hennepin,The Dream Songs Project,30 22nd St W Ste 105,Minneapolis,MN,55404,Performing Arts,Under $25K,100,RAC 11
Hennepin,The Eclectic Ensemble,1828 3rd St NE,Minneapolis,MN,55418,Arts Multipurpose,Under $25K,150,RAC 11
Hennepin,The Film Society of Minneapolis St. Paul,"125 SE Main Street, #341",Minneapolis,MN,55414-2143,Media & Communications,$1M-$5M,"70,000",RAC 11
Hennepin,The Gregorian Singers,4542 Blaisdell Avenue South,Minneapolis,MN,55419-5031,Performing Arts,$25K-$100K,410,RAC 11
Hennepin,The Loft Literary Center,"1011 Washington Avenue South #200, Open Book",Minneapolis,MN,55415-1278,Literary Arts,$1M-$5M,"30,207",RAC 11
Hennepin,The Moving Company,PO Box 7346,Minneapolis,MN,55407-0346,Performing Arts,$100K-$250-K,"2,790",RAC 11
Hennepin,The Museum of Russian Art,5500 Stevens Ave S,Minneapolis,MN,55419-1933,VIsual Arts & Architecture,$1M-$5M,"31,770",RAC 11
Hennepin,The Park Theater Company,6715 Minnetonka Blvd Ste 103,St Louis Park,MN,55426,Performing Arts,Under $25K,845,RAC 11
Hennepin,The Singers-Minnesota Choral Artists,"528 Hennepin Ave, Suite 303",Minneapolis,MN,55403-1810,Performing Arts,$250K-$1M,"1,880",RAC 11
Hennepin,The Soap Factory,514 2nd St SE,Minneapolis,MN,55414-2105,VIsual Arts & Architecture,$250K-$1M,"4,943",RAC 11
Hennepin,The Southern Theater,1420 Washington Ave S,Minneapolis,MN,55406-1261,Performing Arts,$100K-$250-K,"5,000",RAC 11
Hennepin,The Urban Spectrum Theatre Company,5812 11th Ave S,Minneapolis,MN,55417-3202,Performing Arts,Under $25K,606,RAC 11
Hennepin,The Works,9740 Grand Ave S,Minneapolis,MN,55420-4225,VIsual Arts & Architecture,$1M-$5M,"72,761",RAC 11
